X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-122.341097879364,47.6228482281436,1784,3c47de4b-7632-4750-88a8-aae51633fcb1,Fresh Flours - South Lake Union,"432 8th Ave N Seattle, WA 98109",206-706-3338,http://www.freshfloursseattle.com/,takeout,HOURS: 8AM - 2PM,2020/04/15 20:29:35.701+00,2020/04/15 20:29:35.701+00
-122.376795638774,47.810657892161,1785,a76a6062-8d7c-4f73-854a-2f743d5aa11e,The Loft,515 Main Street  Edmonds WA,425-640-5000,http://theloftlounge.com/,"takeout,curbside,third_party_delivery_service",,2020/04/15 20:32:06.163+00,2020/04/16 02:07:15.934+00
-121.836459838623,47.5421304879951,1786,1cab447d-9e9f-4a11-8db7-15bfa64ed8ca,Salish Lodge & Spa,"6501 Railroad Avenue, Snoqualmie, WA 98065",,http://bit.ly/salishtogo,"takeout,curbside",To go is available from 11am-9pm.  We offer a variety of customer favorites from The Attic and The Dining Room.  Easy pick up in valet. ,2020/04/15 20:33:37.210+00,2020/04/16 22:28:56.333+00
-121.824542146509,47.5280744172906,1787,4588c7db-d0da-4ebc-8f81-d7959b04e428,Sigillo Cellars,"8086 Railroad Ave. SE Snoqualmie, WA 98065",4252920754,http://www.sigillocellars.com ,curbside,"Tuesday - Friday 4-6pm
Saturday & Sunday 12-3pm

Open for bottle purchases only. Orders can be placed online or over the phone for curbside pick up! ",2020/04/15 20:33:44.220+00,2020/04/16 16:16:22.810+00
-122.344053354492,47.7829208088447,1788,522a5313-0029-42e2-8761-dfae966d6694,Hosoonyi Korean Restaurant,"23830 Hwy 99 #114, Edmonds, WA 98026",(425) 775-8196,,"takeout,delivery",,2020/04/15 20:34:37.696+00,2020/04/15 20:34:37.696+00
-122.0359995,47.605797,1790,2d2afa1f-7f21-412a-8939-4b7677d43fc3,Jersey Mike's Subs - Sammamish,"22704 SE 4th St #206, Sammamish, WA 98074",(425) 395-7111,https://www.jerseymikes.com/18030/sammamish-wa,"takeout,third_party_delivery_service",,2020/04/15 20:38:57.379+00,2020/04/21 18:35:39.350+00
-122.324112,47.402964,1791,aabd58a7-397f-4b49-820d-4a05430093d3,Arturo's Mexicana Restaurant,"22204 Marine View Dr S, Des Moines, WA 98198",(206) 824-1155,http://www.arturomexicanrestaurant.com/,"takeout,delivery",,2020/04/15 20:41:02.696+00,2020/04/22 15:29:34.760+00
-122.036152258266,47.614950050078,1792,1cd11bc9-46a8-458a-80df-f5359942903e,McDonald's - Sammamish,"615 228th Ave NE, Sammamish, WA 98074",(425) 868-5723,https://www.mcdonalds.com/us/en-us/location/wa/sammamish/615-228th-ave-ne/11996.html?cid=RF:YXT:GMB::Clicks,"takeout,curbside,third_party_delivery_service",,2020/04/15 20:42:29.160+00,2020/04/21 17:58:12.262+00
-122.3449875,47.750679,1793,d869b5c7-e48d-47f6-86e8-d6f63a52a1e8,Aurora Borealis,"16708 Aurora Ave N, Shoreline, WA 98133",(206) 629-5744,https://borealisonaurora.com/,takeout,Call us at 206-629-5744! Available from noon - 8pm.,2020/04/15 20:44:30.620+00,2020/04/15 20:44:30.620+00
-122.312644992527,47.6227099175659,1794,08742512-4044-4809-8549-7ddad9c39a79,Ada's Cafe Pie Shop,"425 15th Ave E, Seattle, WA 98112",2063221058,https://www.adasbooks.com/adas-pop-pie-shop,takeout,"Offering takeaway vegetarian pies, order online.",2020/04/15 20:46:24.019+00,2020/04/15 20:58:43.473+00
-122.209379313492,47.4814036048882,1795,fbc6e606-1d94-4557-8fc8-665fd1c5dd59,El Kiosko,"526 S 2nd St, Renton, WA 98057",(425) 271-2341,https://m.facebook.com/pages/El-Kiosko/148295225309246,takeout,,2020/04/15 20:48:37.991+00,2020/04/15 20:48:37.991+00
-122.34701285582,47.7489021082705,1796,06230356-b6c4-4cdc-8296-d74340b10444,Sea Bend Meat Co,"924 N 165th St, Shoreline, WA 98133",206-542-6824,http://www.seabendmeat.com/,takeout,"Open to the public for pick up orders (with 24 hr notice) on Tuesdays, Wednesdays and Thursdays.",2020/04/15 20:51:30.290+00,2020/04/15 20:51:30.290+00
-122.036815525795,47.615626696453,1797,1354bed6-b7a7-42af-8d1a-fd33f5eeacfe,Lanponi Thai Restaurant,"22649 NE Inglewood Hill Rd, Sammamish, WA 98074",(425) 836-3127,https://lanponi.blogspot.com/,"takeout,third_party_delivery_service",,2020/04/15 20:51:43.156+00,2020/04/15 20:51:43.156+00
-122.357816193173,47.6207947737258,1798,44611207-8f9a-4d6c-8425-3b7f8fa454e8,Buckley's on Queen Anne,232 1st Ave W  Seattle WA 98119,206.691.0232,https://www.buckleyspubs.com/queenanne/,"takeout,delivery","HOURS: Wednesday through Saturdays from 3-8pm. 
Take out for anyone and delivery to Belltown, Queen Anne, Ballard, and Magnolia addresses.",2020/04/15 20:55:25.360+00,2020/04/15 20:55:25.360+00
-122.00567435582,47.5657655978433,1799,1dc57352-7c9d-4510-8705-25ec7571eb3d,Thai Ginger - Sammamish,"4512 Klahanie Dr SE, Issaquah, WA 98029",(425) 369-8233,https://thaiginger.com/order-online/,"takeout,delivery",4:00 pm – 8:30 pm,2020/04/15 20:55:54.083+00,2020/04/21 18:37:59.390+00
-122.2920315,47.898657,1800,4f77058f-192b-48ae-846f-3222bf685b2b,Sakuma Japanese Restaurant,"10924 Mukilteo Speedway, Mukilteo, WA 98275",(425) 347-3063,,takeout,,2020/04/15 20:56:06.374+00,2020/04/15 20:56:06.374+00
-122.30710614418,47.3169369022502,1801,4ea5972a-8828-4adb-832f-e447a95cb239,Pac Island Grill Hawaiian Style BBQ,"5444, 2012 S 320th St suite h, Federal Way, WA 98003",(253) 529-8667,http://www.hawaiianstylebbq.net/,"takeout,third_party_delivery_service",Call directly or order online through Chownow and Grubhub.  Delivery available through Doordash.,2020/04/15 20:59:30.356+00,2020/04/15 20:59:30.356+00
-122.034332542992,47.6173532501898,1802,b447a99f-dfb1-4d99-86f0-36fa69543d40,Vinason Pho & Grill,"22830 NE 8th St, Sammamish, WA 98074",(425) 636-8799,http://vinason.net/,"takeout,delivery","Authentic Vietnamese Food made with fresh, local, & sustainable ingredients.",2020/04/15 21:07:10.917+00,2020/04/15 21:07:10.917+00
-122.291523,47.763108,1804,825d950a-e04e-4505-8d99-d15f7d5900a1,Local104,"18498 Ballinger Way Northeast Lake Forest Park, 98155",(206) 309-4104,https://thelocal104.com/,"curbside,delivery","Wed – Sun 2-8 pm
Curbside take-out and
limited delivery available.
Call (206) 309-4104",2020/04/15 21:14:11.975+00,2020/04/15 21:14:11.975+00
-122.320099214554,47.6412292456287,1805,31e20ec8-4fed-42a2-804c-0a9ca26c7fbb,D'La Santa,"2359 10th AVE E SEATTLE, WA 98102", 206-709-2222,https://dlasanta.com/,"takeout,curbside,third_party_delivery_service",,2020/04/15 21:18:38.341+00,2020/04/15 21:18:38.341+00
-122.035074050926,47.6156017873489,1806,44eec727-805d-4729-8216-192dff87e65b,Pine Lake Ale House,"640 228th Ave NE, Sammamish, WA 98074",(425) 898-9099,http://pinelakealehouse.com/the-food/,takeout,Take out only,2020/04/15 21:22:01.036+00,2020/04/15 21:22:01.036+00
-122.167683,47.577312,1807,0bb128a1-4089-40cf-86a7-6cfbcb84cf7b,Tasty Thai,"3700 Factoria Blvd SE, Bellevue, WA 98006",(425) 641-1900,http://tastythaifactoria.com/,takeout,,2020/04/15 21:25:06.981+00,2020/04/15 21:25:06.981+00
-122.037170358771,47.6057733388654,1808,52eddc7c-8fd0-406f-80b0-835b5451a356,Tanoor,"22610 SE 4th St #400, Sammamish, WA 98074",(425) 961-0831,https://www.tanoor.com/,"takeout,third_party_delivery_service",Authentic Lebanese Cuisine. Open until 8pm.,2020/04/15 21:31:06.523+00,2020/04/16 15:43:39.943+00
-122.037484665078,47.6057899432389,1809,0d5e74e9-b833-4fe0-8758-e5042769eb50,Zeeks Pizza - Sammamish,"22610 SE 4th St #404, Sammamish, WA 98074",(425) 893-8646,https://zeekspizza.com/locations-hours/zeeks-pizza-sammamish/,"takeout,delivery",,2020/04/15 21:35:40.623+00,2020/05/27 15:31:07.369+00
-122.0359995,47.605797,1810,cfb02d63-6412-49e7-8a10-0a631dd0ebc7,Chipotle Mexican Grill - Sammamish,"22704 SE 4th St #210, Sammamish, WA 98074",(425) 677-8049,https://locations.chipotle.com/wa/sammamish/22704-se-4th-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,"takeout,delivery",,2020/04/15 21:41:08.996+00,2020/04/21 18:36:04.443+00
-121.824637601852,47.5281854089757,1811,164aa1f1-df2c-4ef5-89bf-e981612dad6f,Copperstone Family Spaghetti Restaurant,"8072 Railroad AVE SE, Snoqualmie WA 98065",(425)888-2207,http://copperstonepasta.com,"takeout,curbside,third_party_delivery_service","Hours: Tuesday-Sunday  11:30AM-8:00PM
              Monday-Closed
",2020/04/15 21:42:24.168+00,2020/04/16 19:54:28.877+00
-122.0337225,47.614059,1812,b8484da2-9353-460b-8831-10e6f7a17e79,Nasai Teriyaki,"506 228th Ave NE, Sammamish, WA 98074",(425) 868-5812,http://nasaiteriyakisammamish.com/?utm_source=gmb&utm_medium=referral,"takeout,third_party_delivery_service",,2020/04/15 21:50:56.798+00,2020/04/15 21:50:56.798+00
-122.074164,47.579544,1813,9a403d28-d658-4b7c-8ce6-5e01ec20e6ed,Kryptonite Bar & Grill,"3310 E Lake Sammamish Pkwy SE, Sammamish, WA 98075",(425) 654-5588,https://kryptonitebarandpizza.com/,"takeout,third_party_delivery_service",Open Daily 11:30am-9:00pm Full Menu for Pick-up and Delivery,2020/04/15 21:55:01.094+00,2020/04/15 21:55:01.094+00
-122.036346,47.615697,1814,95b90af5-027f-4da6-84ee-58c64dec7776,Papa Murphy's Take 'N' Bake Pizza - Sammamish,"709 228th Ave NE, Sammamish, WA 98074",(425) 868-1672,https://order.papamurphys.com/menu/papa-murphys-228th-ave-ne,takeout,,2020/04/15 21:58:45.171+00,2020/04/21 18:32:12.589+00
-122.005053266865,47.5653239604543,1815,bf2311cc-aa8c-46b8-8540-aba13abba4aa,Papa Murphy's - Sammamish,"4504 Klahanie Drive SE, Sammamish, WA 98029",(425) 313-1828,https://order.papamurphys.com/menu/papa-murphys-klahanie-drive,takeout,,2020/04/15 22:01:00.938+00,2020/04/21 18:38:28.761+00
-122.034287746033,47.5833111152859,1816,e7fb0f27-34ac-4e99-8c16-5ade0c09e509,Himitsu Teriyaki,"3010 Issaquah-Pine Lake Rd SE, Sammamish, WA 98075",(425) 392-8885,,takeout,,2020/04/15 22:03:52.595+00,2020/04/15 22:03:52.595+00
-122.035116877316,47.6149209583658,1817,89eb5516-6c44-4602-8d26-9ef1dba8ea55,Jack in the Box - Sammamish,"620 228th Ave NE, Sammamish, WA 98074",(425) 868-4134,https://locations.jackinthebox.com/us/wa/sammamish/620-228th-ave-ne,"takeout,third_party_delivery_service",,2020/04/15 22:15:37.791+00,2020/04/21 18:40:09.375+00
-122.035998610451,47.6161654126924,1818,97d16108-30fd-4de2-8c9a-11d7b5ed3793,Papa John's Pizza - Sammamish,"721 228th Ave NE, Sammamish, WA 98074",(425) 836-2332,https://locations.papajohns.com/united-states/wa/98074-7223/sammamish/721-228th-ave-ne?utm_source=gmb&utm_medium=organic,"takeout,delivery",Open for Carryout and No Contact Delivery,2020/04/15 22:18:57.998+00,2020/04/16 15:39:44.445+00
-122.032901326389,47.5820589514762,1819,73c7206f-e559-4488-8a5b-fe79b685f1f3,Pine Lake Pizzeria,"3070 Issaquah-Pine Lake Rd SE, Sammamish, WA 98075",(425) 391-4800,http://pinelakepizza.com/,"takeout,delivery,third_party_delivery_service",,2020/04/15 22:22:55.027+00,2020/04/15 22:22:55.027+00
-122.032126017197,47.616740527206,1820,1cb37e5f-0113-47be-8aa8-c7cea0b9eab6,Mommy's Kitchen,"23024 NE 8th St, Sammamish, WA 98074",(206) 371-1427,http://mommyskitchen1.com/,takeout,"Mon. Closed
Tues. 11AM–2PM, 4–9PM
Wed. 11AM–2PM, 4–9PM
Thurs. 11AM–2PM, 4–9PM
Fri. 11AM–2PM, 4–9PM
Sat. 11AM–2PM, 4–9PM
Sun. 11AM–2PM, 4–8PM
",2020/04/15 22:30:04.532+00,2020/04/15 22:30:04.532+00
-122.033996377721,47.6128142946951,1821,bcdd6e57-f67b-49f2-89e9-5b862f9f1ea0,Dairy Queen Grill & Chill - Sammamish,"22911 NE 4th St, Sammamish, WA 98074",(425) 391-6866,https://www.dairyqueen.com/us-en/locator/Detail/?localechange=1&store-id=15118&,takeout,,2020/04/15 22:34:48.009+00,2020/04/21 22:01:31.496+00
-121.87268333317,47.5300333867239,1822,9b945fc8-4730-4267-873d-a3d72aafbab5,William Grassie Wine Estates,"7802 Center Blvd SE, Suite A, Snoqualmie, WA 98065",425.657.6587,https://www.wmgrassiewines.com/,takeout,"Open daily: 3—6:30 p.m. for bottle purchase. Offer—get 50% off a bottle OR 25% off full wine purchase, with current SnoValley small business receipt.",2020/04/15 22:39:51.584+00,2020/04/15 22:39:51.584+00
-122.005805186508,47.5658047271708,1823,0a6e6bfa-1007-4e14-8e80-dbe9e161203f,Yoko Teriyaki,"4516 Klahanie Dr SE, Issaquah, WA 98029",(425) 394-1400,https://www.ubereats.com/seattle/food-delivery/yoko-teriyaki/-8Yhe0v4Qp25-uG2ITAx4Q,"takeout,third_party_delivery_service",,2020/04/15 22:42:44.688+00,2020/04/15 22:42:44.688+00
-122.02541225893,47.6448954529615,1824,d695eeb7-f527-4c7f-8416-b0cf041ad96a,Subway - Redmond,"23530 NE, Redmond-Fall City Rd NE Suite B, Redmond, WA 98053",(425) 636-8528,https://order.subway.com/en-us/restaurant/56349/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=56349&utm_campaign=evergreen-2020,"takeout,third_party_delivery_service",,2020/04/15 22:47:00.262+00,2020/04/23 15:02:31.479+00
-121.889997,47.567664,1825,a223791b-0874-41a5-8563-043ef093a49b,El Caporal Mexican Restaurant - Fall City,"33703 Redmond-Fall City Rd SE, Fall City, WA 98024",(425) 222-7322,http://www.elcaporalfallcity.com/,takeout,Take out only,2020/04/15 23:27:12.651+00,2020/04/30 14:53:21.086+00
-121.889638576057,47.5676621511218,1826,e8fc4567-29b2-4488-8b6d-4694f7c300aa,Sahara Pizza,"33707 Redmond-Fall City Rd SE, Fall City, WA 98024",(425) 222-0700,https://saharapizza.com/,"takeout,delivery",,2020/04/15 23:28:58.657+00,2020/04/15 23:28:58.657+00
-121.887747,47.567313,1827,fc0d47e3-600e-40ef-8c46-cfe0aa5f634c,The Roadhouse Restaurant and Inn,"4200 Preston-Fall City Rd SE, Fall City, WA 98024",(425) 222-4800,https://fcroadhouse.com/,takeout,Hours: 4 - 7pm  Limited Menu - see the PUB CLASSICS section of Dinner menu (scroll half way down the page),2020/04/15 23:34:48.660+00,2020/04/15 23:34:48.660+00
-121.888314,47.566629,1828,22ff7982-2e5a-4545-8d67-7a43ae02115a,Small Fryes,"4225 Preston-Fall City Rd SE, Fall City, WA 98024",(425) 222-7688,http://places.singleplatform.com/small-fryes/menu?ref=google,takeout,Take out only. Open until 8pm.,2020/04/15 23:38:54.716+00,2020/04/15 23:38:54.716+00
-121.913745673611,47.6482679053196,1829,f24b0784-11c7-4665-882b-61771bf95ea4,Ixtapa - Carnation,"4522 Tolt Ave, Carnation, WA 98014",(425) 333-6788,https://ixtapa-carnation.business.site/,takeout,,2020/04/15 23:42:49.388+00,2020/04/27 03:08:54.986+00
-121.9132841374,47.6496912581768,1830,5155da9d-a32a-4a86-83e2-c6036b5a1477,Red Pepper Pizzeria & Pasta,"4721 Tolt Ave, Carnation, WA 98014",(425) 549-0067,http://redpepperpizzeria.com/,"takeout,delivery",,2020/04/15 23:45:19.973+00,2020/04/15 23:45:19.973+00
-121.915612016001,47.647098648846,1831,7284555c-460b-4703-8919-ca7b2a196cca,Sam's Noodle Town,"31722 E Eugene St, Carnation, WA 98014",(425) 333-6288,https://www.samsnoodletown.com/,takeout,,2020/04/15 23:48:19.717+00,2020/04/15 23:48:19.717+00
-121.98501504051,47.7271644628677,1832,29dea4e8-0ea0-47ff-8865-fa1ecdb297d6,Quiznos,"14110 Main St NE Ste C, Duvall, WA 98019",(425) 844-0755,http://restaurants.quiznos.com/wa/duvall/duvallsafewayplaza-98019,"takeout,delivery",,2020/04/15 23:51:50.932+00,2020/04/16 02:41:06.424+00
-122.041084059813,47.6943229153729,1833,3eaacfbc-0c91-4c71-8b2e-9e12eb536fb9,Ixtapa Redmond Ridge,"22350 NE Marketplace Dr Ste 106, Redmond, WA 98053",(425 868-8283,https://www.ixtaparedmondridge.com/,"takeout,third_party_delivery_service",,2020/04/15 23:55:18.783+00,2020/04/15 23:55:18.783+00
-122.042160654596,47.694361228513,1834,f4710fda-19d8-41a6-835a-687d106b23b5,Tony Maroni's Pizza,"22310 NE Marketplace Dr, Redmond, WA 98053",(425) 868-6900,https://tonymaronispizza.com/,"takeout,delivery",,2020/04/15 23:57:44.038+00,2020/04/15 23:57:44.038+00
-122.040842325726,47.6944917421196,1835,c333ac68-6945-4850-8010-8414494fa300,Himitsu Teriyaki,"22350 NE Marketplace Dr, Redmond, WA 98053 Hours:  Open ⋅ Closes 9PM",(425) 868-5631,https://www.doordash.com/store/himitsu-teriyaki-redmond-28388/en-US/?utm_campaign=gpa,"takeout,third_party_delivery_service",,2020/04/16 00:01:16.538+00,2020/04/16 00:01:16.538+00
-122.042727693289,47.6949160456835,1836,232e4f7f-1a12-48aa-89ef-75e14758ad29,Indi Qzeen,"22320 NE Marketplace Dr #103, Redmond, WA 98053",(425) 868-1107,https://www.orderindiqzeen.com/#menu,"takeout,delivery","Indi Qzeen serves Indian cuisine in Redmond such as Chilli Paneer, Garlic Naan, and Hakka Noodles. Order online for carryout or delivery!",2020/04/16 00:05:49.106+00,2020/04/16 00:05:49.106+00
-122.027858402647,47.6992505589384,1837,7023502d-1602-458b-8921-fdbed1437cfc,MOD Pizza - Redmond,"23423 NE Novelty Hill Rd, Redmond, WA 98053",(425) 307-1150,https://modpizza.com/locations/redmond-ridge/,"takeout,delivery",,2020/04/16 00:10:48.319+00,2020/04/16 02:18:13.458+00
-122.312807859554,47.6666675929356,1838,d6ec6d64-42f6-4720-808a-3730bbe75506,Ku sushi & izakaya,"5210 The Ave, Seattle, WA 98105",2065246101,,takeout,We are open from 5:00pm to 10:00pm,2020/04/16 00:30:10.698+00,2020/06/04 14:49:56.720+00
-121.824327097809,47.5288237851735,1839,2bd47c5d-cde5-4915-8f7f-d97246c7a3a8,Snoqualmie Falls Brewery,"8032 Falls Ave. S.E. Snoqualmie, WA 98065",(425) 831-2357,https://www.fallsbrew.com,takeout,"Mon-Fri 4-7 pm
Sat - Sun 12-7pm",2020/04/16 03:49:11.545+00,2020/04/28 21:16:25.976+00
-122.347566553292,47.6270508690933,1840,b51b5dec-875b-4374-8aa4-023392262409,Lazy Susan,"823 5th Ave N, Seattle, WA 98109",(206)588-2224,https://www.lazysusanseattle.com/,"takeout,curbside",Open Wednesday- Saturday 4pm-8pm,2020/04/16 06:53:26.471+00,2020/06/04 14:52:24.523+00
-122.317408475186,47.675592,1841,11983428-1fd2-44b7-8189-0b1ff8f3eecd,India Bistro,"6417 Roosevelt Way NE #106, Seattle, WA 98115",(206) 517-4444,https://www.indiabistroroosevelt.com/,"takeout,delivery,third_party_delivery_service","Wed - Mon 11 AM to 9 PM
Closed on Tuesday",2020/04/16 15:53:47.708+00,2020/04/29 18:27:51.528+00
-122.612313257759,48.5156189335988,1843,f4ea6843-0ece-40fd-8c46-448c3dfc1b1e,Village Pizza & The Wheelhouse Bar,"807 Commercial Ave, Anacortes, WA 98221",(360) 293-7847,https://www.villagepizza.org/,"takeout,delivery",We are open daily from 11-8pm for take out and delivery only.  The inside lobby is closed until further notice.,2020/04/16 21:12:38.299+00,2020/04/16 21:12:38.299+00
-122.323887670552,47.6151604998558,1844,cc0c8f8d-5924-4f94-8608-b1a6df268380,Suika,"611 E Pine St, Seattle, WA", (206) 747-9595,https://www.suikaseattle.com,takeout,HOURS: Tue-Sun 11am-8pm (Closed Mon) @ Tamari BAR Seattle,2020/04/16 21:13:04.953+00,2020/04/16 21:13:04.953+00
-122.320888178718,47.6208140605055,1845,c7474bbc-ee46-426a-87ea-5244b4e1aa7a,Rondo Japanese Kitchen,"224 BROADWAY E Seattle, Washington 98102",(206) 588-2051,,takeout,,2020/04/16 21:28:57.304+00,2020/04/16 21:28:57.304+00
-122.261623799209,47.5198126763806,1846,c2cfca81-dfcb-4ceb-87cb-b0f5a70f2c3e,Drae's Lake Route Cafe/Eatery,"9261 57th Ave S, Seattle, WA",(206) 722-9464,,takeout,"HOURS:
Thurs-Sun: 10am-2pm 
Saturdays: 10am-3:30pm; 
take out window only
",2020/04/16 22:04:54.024+00,2020/04/16 22:04:54.024+00
-122.276448352877,47.52346999723,1847,ce3de7b6-89c0-46ba-8e06-9c73bb30dc99,Fidel Ethiopian Bar N Restaurant,"8824 Renton Ave S, Seattle, WA",(206) 722-2011,https://ethio-emperor-bar-n-restaurant.business.site/,takeout,"HOURS:
Tues - Sat: 12PM - 8PM. 
Take out only.",2020/04/16 22:08:28.205+00,2020/04/16 22:08:28.205+00
-122.263525572037,47.5199212069339,1848,e16a1cdf-f9a0-48fb-8c64-4ee94e4337b7,Paranormal Pie,"9435 Rainier Ave S, Seattle, WA",(206) 721-7777,http://www.paranormalp.site/,takeout,"HOURS:
Mon-Fri until 8PM",2020/04/16 22:10:33.383+00,2020/04/22 15:14:55.699+00
-122.2697385,47.522016,1849,94fbf1a8-aad1-4378-8efe-0d814df52633,Phat Loi,"9050 Rainier Ave S, Seattle, WA",(206)353-6765,,"takeout,third_party_delivery_service",,2020/04/16 22:17:26.725+00,2020/04/16 22:17:26.725+00
-122.270195248658,47.5310649529411,1851,5bf3114a-e7b9-4e10-8e08-9e24ff32876d,Qeerroo Restaurant,"7919 rainier Ave S Seattle, WA 98118",(206) 588-0447,https://qeerroo-restaurant.business.site/,takeout,"Open 8:00 AM – 9:00 PM every day
",2020/04/16 22:24:49.441+00,2020/04/22 15:16:46.005+00
-122.193215607133,47.620116008627,1852,22edadc8-fabd-4c85-8cb6-632b06563a9e,Blackbird Seattle,"11004 NE 11th St Suite108, Bellevue , WA 98004",425-598-2111,,"takeout,curbside,third_party_delivery_service",,2020/04/16 23:03:51.524+00,2020/04/16 23:03:51.524+00
-122.347238920277,47.6139890726642,1853,b8d4c251-1a0c-474b-8cd3-20a6e481fee4,Limoncello Belltown,"2326 1st Ave Seattle, WA 98121",206-492-0522,https://www.limoncelloseattle.com/,takeout,"Hours of Business:
Mon - Closed
Tues-Sun: 10am - 2:30pm, 4:30 pm- 8pm

Please text or email for orders!",2020/04/17 06:25:09.123+00,2020/04/17 06:25:09.123+00
-122.214945769115,47.3158621168274,1854,fb71b5a5-62a1-42a3-8afb-bf66898f4d83,Trotter's Restaurant,"825 Harvey Rd NE, Auburn, WA 98002", (253) 833-2323,https://www.trottersfamilyrestaurant.com/,takeout,"Group-friendly American pick serving everything from breakfast to burgers, plus ice cream sundaes.",2020/04/17 15:27:36.122+00,2020/04/17 15:27:36.122+00
-122.228214581182,47.3072184638854,1855,048d5897-fc1f-45bd-8c98-69a87541f14b,Rainbow Cafe,"112 E Main St, Auburn, WA 98002",(253) 833-1880,http://www.rainbowcafediner.com/,takeout,,2020/04/17 15:38:03.258+00,2020/04/20 22:33:08.737+00
-122.221088038148,47.3189252327142,1858,116246db-bac5-46c9-8d4f-b18d06cb47a2,Memo's,"1202 Auburn Way N, Auburn, WA 98002",(253) 249-7364,http://memosmexicanfood.com/,takeout,,2020/04/17 15:54:54.775+00,2020/04/20 22:40:36.768+00
-122.249636425933,47.3402411678979,1859,e42d883c-91de-4cb6-8a1d-c2bfccd4d0ee,West Valley Market & Teriyaki (formerly Jimmy's Deli),"3615 W Valley Hwy N #103, Auburn, WA 98001", (253) 833-0772,,takeout,,2020/04/17 15:58:16.924+00,2020/04/17 15:58:16.924+00
-122.250366,47.327643,1860,b42f2c47-aced-4064-864b-e0fdea596e41,Leaf's Deli,"2201 W Valley Hwy N B, Auburn, WA 98001", (253) 833-6329,http://leafsdeli.com/,takeout,,2020/04/17 15:59:44.151+00,2020/04/17 15:59:44.151+00
-122.221421778627,47.3075325064296,1861,065b54d4-ee4b-440e-817b-e652280aa00e,Gor Gai Thai Street Food,"614 E Main St, Auburn, WA 98002",(253) 455-7177,https://www.gorgaithai.com/,"takeout,delivery",,2020/04/17 16:00:53.388+00,2020/04/21 14:42:30.086+00
-122.311026,47.77713,1862,7803b8c0-94e6-4abe-8b7e-e8faca1378f2,Alive Juicebar,"20206 Ballinger Way NE, Shoreline 98155",206-310-1955,https://www.seamless.com/menu/alive-juice-bar-20226-ballinger-way-ne-shoreline/807903,takeout,8am-9pm Mon-Sun,2020/04/17 16:20:52.426+00,2020/04/17 16:20:52.426+00
-122.237779483726,47.3079416567052,1863,26526039-d7c6-458e-8a08-9d7728ff876a,The Quarters,"721 W Main St, Auburn, WA 98001",(206) 402-2568,,takeout,,2020/04/17 16:23:02.195+00,2020/04/20 22:35:02.078+00
-122.226284326407,47.3104804726119,1864,b551f92a-41c0-4072-8fa8-cc36ad26ec06,Garcia’s Mexican Restaurant & Cantina,"321 Auburn Way N, Auburn, WA 98002",(253) 397-4329,,takeout,,2020/04/17 16:25:04.147+00,2020/04/20 22:36:38.262+00
-122.29247521138,47.7356273114143,1865,0921d7f7-1b75-4ccb-8cf4-ebf1949a109f,Flo-Anna’s Diner,"14707 Bothell Way NE, Shoreline 98155",206-367-5562,,takeout,9 am - 7 pm,2020/04/17 16:27:02.607+00,2020/04/17 16:27:02.607+00
-122.364616007047,47.7649250791067,1866,91b3237d-b55e-436e-80b4-89fdf87b0a2d,The Greek Kitchen,"609 NW Richmond Beach Road, Shoreline 98177",206-629-4179,,takeout,Mon-Sun 11 am- 9 pm,2020/04/17 16:29:29.818+00,2020/04/21 14:21:44.617+00
-122.227898183968,47.3076492559331,1867,e310f297-ba77-4876-88a4-e6c37041fbe5,Sushido,"117 E Main St, Auburn, WA 98002",(253) 249-7779,http://sushidowa.com/,"takeout,third_party_delivery_service",,2020/04/17 16:31:16.869+00,2020/04/20 22:33:35.424+00
-122.345524207552,47.7379164215939,1868,4fc91a07-9561-4ffc-87c9-a04eb45bcfa5,Hae-Nam Kalbi and Calamari,"15001 Aurora Ave N, Shoreline, WA 98133",206-367-7843,https://www.zomato.com/shoreline-wa/hae-nam-kalbi-calamari-shoreline/menu,takeout,"Mon, Tue, Wed, Thru, Sun 10am",2020/04/17 16:46:11.311+00,2020/04/21 14:22:31.002+00
-122.227195243136,47.2740747151145,1869,93739a3d-0860-49fe-8608-e99a6885a66d,Rio Blanco Family Restaurant,"3830 A St SE #201, Auburn, WA 98002",(253) 939-9311,https://www.rioblancowa.com/,"takeout,third_party_delivery_service",,2020/04/17 16:53:34.312+00,2020/04/20 22:42:22.628+00
-122.381747388867,47.7704518101445,1870,f5da944d-f365-45ce-8834-0924bdec65ae,Hills Restaurant and Bar,"1843 NW 195th St, Shoreline 98177",206-542-6353,https://www.hillsshoreline.com/,takeout,11am- 8pm,2020/04/17 16:54:39.540+00,2020/04/21 14:21:30.078+00
-122.221511241955,47.336544,1871,b2dc964e-ee7a-4ab1-8e23-92054ded6bfb,Cielo Restaurant,"3310 Auburn Way N # J, Auburn, WA 98002",(253) 397-4946,https://cielo-restaurant.business.site/,"takeout,delivery,third_party_delivery_service",,2020/04/17 16:55:28.538+00,2020/04/29 18:26:43.528+00
